5.57,5.57,6.60,5.57,5.57,5.57,5.57,6.60,6.60,7.49,6.60,6.60,6.60,6.60,5.57,6.60,5.57,5.57,5.57,5.57,5.57,5.57,6.60,5.57,5.57,5.57,5.57,6.60,6.60,6.60,7.49,6.60,6.60,7.49,6.60,5.57,6.60,5.57,5.57,6.60,5.57
26.78,26.78,31.74,26.78,26.78,26.78,26.78,31.74,31.74,36.00,31.74,31.74,31.74,31.74,26.78,31.74,26.78,26.78,26.78,26.78,26.78,26.78,31.74,26.78,26.78,26.78,26.78,31.74,31.74,31.74,36.00,31.74,31.74,36.00,31.74,26.78,31.74,26.78,26.78,31.74,26.78
26.78,26.78,31.74,26.78,26.78,26.78,26.78,31.74,31.74,36.00,31.74,31.74,31.74,31.74,26.78,31.74,26.78,26.78,26.78,26.78,26.78,26.78,31.74,26.78,26.78,26.78,26.78,31.74,31.74,31.74,36.00,31.74,31.74,36.00,31.74,26.78,31.74,26.78,26.78,31.74,26.78
3.03,3.03,3.59,3.03,3.03,3.03,3.03,3.59,3.59,4.07,3.59,3.59,3.59,3.59,3.03,3.59,3.03,3.03,3.03,3.03,3.03,3.03,3.59,3.03,3.03,3.03,3.03,3.59,3.59,3.59,4.07,3.59,3.59,4.07,3.59,3.03,3.59,3.03,3.03,3.59,3.03
3.03,3.03,3.59,3.03,3.03,3.03,3.03,3.59,3.59,4.07,3.59,3.59,3.59,3.59,3.03,3.59,3.03,3.03,3.03,3.03,3.03,3.03,3.59,3.03,3.03,3.03,3.03,3.59,3.59,3.59,4.07,3.59,3.59,4.07,3.59,3.03,3.59,3.03,3.03,3.59,3.03
25.73,25.73,30.49,25.73,25.73,25.73,25.73,30.49,30.49,34.59,30.49,30.49,30.49,30.49,25.73,30.49,25.73,25.73,25.73,25.73,25.73,25.73,30.49,25.73,25.73,25.73,25.73,30.49,30.49,30.49,34.59,30.49,30.49,34.59,30.49,25.73,30.49,25.73,25.73,30.49,25.73
25.73,25.73,30.49,25.73,25.73,25.73,25.73,30.49,30.49,34.59,30.49,30.49,30.49,30.49,25.73,30.49,25.73,25.73,25.73,25.73,25.73,25.73,30.49,25.73,25.73,25.73,25.73,30.49,30.49,30.49,34.59,30.49,30.49,34.59,30.49,25.73,30.49,25.73,25.73,30.49,25.73
10.78,9.50,10.78,10.78,10.78,9.50,10.78,10.78,9.50,12.67,9.50,9.50,9.50,9.50,9.50,8.02,8.02,8.02,9.50,9.50,10.78,9.50,10.78,10.78,10.78,9.50,10.78,9.50,10.78,10.78,12.67,10.78,10.78,10.78,10.78,9.50,8.02,8.02,8.02,9.50,9.50
10.78,9.50,10.78,10.78,10.78,9.50,10.78,10.78,9.50,12.67,9.50,9.50,9.50,9.50,9.50,8.02,8.02,8.02,9.50,9.50,10.78,9.50,10.78,10.78,10.78,9.50,10.78,9.50,10.78,10.78,12.67,10.78,10.78,10.78,10.78,9.50,8.02,8.02,8.02,9.50,9.50
51.21,45.15,51.21,51.21,51.21,45.15,51.21,51.21,45.15,60.19,45.15,45.15,45.15,45.15,45.15,38.09,38.09,38.09,45.15,45.15,51.21,45.15,51.21,51.21,51.21,45.15,51.21,45.15,51.21,51.21,60.19,51.21,51.21,51.21,51.21,45.15,38.09,38.09,38.09,45.15,45.15
51.21,45.15,51.21,51.21,51.21,45.15,51.21,51.21,45.15,60.19,45.15,45.15,45.15,45.15,45.15,38.09,38.09,38.09,45.15,45.15,51.21,45.15,51.21,51.21,51.21,45.15,51.21,45.15,51.21,51.21,60.19,51.21,51.21,51.21,51.21,45.15,38.09,38.09,38.09,45.15,45.15
5.35,5.35,6.34,5.35,5.35,5.35,5.35,6.34,6.34,7.19,6.34,6.34,6.34,6.34,5.35,6.34,5.35,5.35,5.35,5.35,5.35,5.35,6.34,5.35,5.35,5.35,5.35,6.34,6.34,6.34,7.19,6.34,6.34,7.19,6.34,5.35,6.34,5.35,5.35,6.34,5.35
5.35,5.35,6.34,5.35,5.35,5.35,5.35,6.34,6.34,7.19,6.34,6.34,6.34,6.34,5.35,6.34,5.35,5.35,5.35,5.35,5.35,5.35,6.34,5.35,5.35,5.35,5.35,6.34,6.34,6.34,7.19,6.34,6.34,7.19,6.34,5.35,6.34,5.35,5.35,6.34,5.35
52.27,52.27,52.27,52.27,52.27,52.27,52.27,39.21,39.21,33.08,39.21,39.21,44.47,44.47,39.21,52.27,44.47,44.47,39.21,39.21,52.27,52.27,52.27,52.27,52.27,52.27,52.27,52.27,44.47,39.21,33.08,33.08,39.21,39.21,33.08,39.21,52.27,44.47,39.21,39.21,44.47
52.27,52.27,52.27,52.27,52.27,52.27,52.27,39.21,39.21,33.08,39.21,39.21,44.47,44.47,39.21,52.27,44.47,44.47,39.21,39.21,52.27,52.27,52.27,52.27,52.27,52.27,52.27,52.27,44.47,39.21,33.08,33.08,39.21,39.21,33.08,39.21,52.27,44.47,39.21,39.21,44.47
38.54,38.54,38.54,38.54,38.54,38.54,38.54,28.91,28.91,24.39,28.91,28.91,32.79,32.79,28.91,38.54,32.79,32.79,28.91,28.91,38.54,38.54,38.54,38.54,38.54,38.54,38.54,38.54,32.79,28.91,24.39,24.39,28.91,28.91,24.39,28.91,38.54,32.79,28.91,28.91,32.79
38.54,38.54,38.54,38.54,38.54,38.54,38.54,28.91,28.91,24.39,28.91,28.91,32.79,32.79,28.91,38.54,32.79,32.79,28.91,28.91,38.54,38.54,38.54,38.54,38.54,38.54,38.54,38.54,32.79,28.91,24.39,24.39,28.91,28.91,24.39,28.91,38.54,32.79,28.91,28.91,32.79
3.34,3.34,3.96,3.34,3.34,3.34,3.34,3.96,3.96,4.49,3.96,3.96,3.96,3.96,3.34,3.96,3.34,3.34,3.34,3.34,3.34,3.34,3.96,3.34,3.34,3.34,3.34,3.96,3.96,3.96,4.49,3.96,3.96,4.49,3.96,3.34,3.96,3.34,3.34,3.96,3.34
3.34,3.34,3.96,3.34,3.34,3.34,3.34,3.96,3.96,4.49,3.96,3.96,3.96,3.96,3.34,3.96,3.34,3.34,3.34,3.34,3.34,3.34,3.96,3.34,3.34,3.34,3.34,3.96,3.96,3.96,4.49,3.96,3.96,4.49,3.96,3.34,3.96,3.34,3.34,3.96,3.34
28.42,28.42,28.42,28.42,28.42,28.42,28.42,21.32,21.32,17.99,21.32,21.32,24.18,24.18,21.32,28.42,24.18,24.18,21.32,21.32,28.42,28.42,28.42,28.42,28.42,28.42,28.42,28.42,24.18,21.32,17.99,17.99,21.32,21.32,17.99,21.32,28.42,24.18,21.32,21.32,24.18
28.42,28.42,28.42,28.42,28.42,28.42,28.42,21.32,21.32,17.99,21.32,21.32,24.18,24.18,21.32,28.42,24.18,24.18,21.32,21.32,28.42,28.42,28.42,28.42,28.42,28.42,28.42,28.42,24.18,21.32,17.99,17.99,21.32,21.32,17.99,21.32,28.42,24.18,21.32,21.32,24.18
25.70,25.70,25.70,25.70,25.70,25.70,25.70,19.27,19.27,16.26,19.27,19.27,21.86,21.86,19.27,25.70,21.86,21.86,19.27,19.27,25.70,25.70,25.70,25.70,25.70,25.70,25.70,25.70,21.86,19.27,16.26,16.26,19.27,19.27,16.26,19.27,25.70,21.86,19.27,19.27,21.86
25.70,25.70,25.70,25.70,25.70,25.70,25.70,19.27,19.27,16.26,19.27,19.27,21.86,21.86,19.27,25.70,21.86,21.86,19.27,19.27,25.70,25.70,25.70,25.70,25.70,25.70,25.70,25.70,21.86,19.27,16.26,16.26,19.27,19.27,16.26,19.27,25.70,21.86,19.27,19.27,21.86
140.60,123.96,140.60,140.60,140.60,123.96,140.60,140.60,123.96,165.26,123.96,123.96,123.96,123.96,123.96,104.59,104.59,104.59,123.96,123.96,140.60,123.96,140.60,140.60,140.60,123.96,140.60,123.96,140.60,140.60,165.26,140.60,140.60,140.60,140.60,123.96,104.59,104.59,104.59,123.96,123.96
140.60,123.96,140.60,140.60,140.60,123.96,140.60,140.60,123.96,165.26,123.96,123.96,123.96,123.96,123.96,104.59,104.59,104.59,123.96,123.96,140.60,123.96,140.60,140.60,140.60,123.96,140.60,123.96,140.60,140.60,165.26,140.60,140.60,140.60,140.60,123.96,104.59,104.59,104.59,123.96,123.96
9.21,8.12,9.21,9.21,9.21,8.12,9.21,9.21,8.12,10.82,8.12,8.12,8.12,8.12,8.12,6.85,6.85,6.85,8.12,8.12,9.21,8.12,9.21,9.21,9.21,8.12,9.21,8.12,9.21,9.21,10.82,9.21,9.21,9.21,9.21,8.12,6.85,6.85,6.85,8.12,8.12
9.21,8.12,9.21,9.21,9.21,8.12,9.21,9.21,8.12,10.82,8.12,8.12,8.12,8.12,8.12,6.85,6.85,6.85,8.12,8.12,9.21,8.12,9.21,9.21,9.21,8.12,9.21,8.12,9.21,9.21,10.82,9.21,9.21,9.21,9.21,8.12,6.85,6.85,6.85,8.12,8.12
29.57,26.07,29.57,29.57,29.57,26.07,29.57,29.57,26.07,34.76,26.07,26.07,26.07,26.07,26.07,22.00,22.00,22.00,26.07,26.07,29.57,26.07,29.57,29.57,29.57,26.07,29.57,26.07,29.57,29.57,34.76,29.57,29.57,29.57,29.57,26.07,22.00,22.00,22.00,26.07,26.07
29.57,26.07,29.57,29.57,29.57,26.07,29.57,29.57,26.07,34.76,26.07,26.07,26.07,26.07,26.07,22.00,22.00,22.00,26.07,26.07,29.57,26.07,29.57,29.57,29.57,26.07,29.57,26.07,29.57,29.57,34.76,29.57,29.57,29.57,29.57,26.07,22.00,22.00,22.00,26.07,26.07
54.80,48.32,54.80,54.80,54.80,48.32,54.80,54.80,48.32,64.41,48.32,48.32,48.32,48.32,48.32,40.77,40.77,40.77,48.32,48.32,54.80,48.32,54.80,54.80,54.80,48.32,54.80,48.32,54.80,54.80,64.41,54.80,54.80,54.80,54.80,48.32,40.77,40.77,40.77,48.32,48.32
54.80,48.32,54.80,54.80,54.80,48.32,54.80,54.80,48.32,64.41,48.32,48.32,48.32,48.32,48.32,40.77,40.77,40.77,48.32,48.32,54.80,48.32,54.80,54.80,54.80,48.32,54.80,48.32,54.80,54.80,64.41,54.80,54.80,54.80,54.80,48.32,40.77,40.77,40.77,48.32,48.32
9.21,8.12,9.21,9.21,9.21,8.12,9.21,9.21,8.12,10.82,8.12,8.12,8.12,8.12,8.12,6.85,6.85,6.85,8.12,8.12,9.21,8.12,9.21,9.21,9.21,8.12,9.21,8.12,9.21,9.21,10.82,9.21,9.21,9.21,9.21,8.12,6.85,6.85,6.85,8.12,8.12
9.21,8.12,9.21,9.21,9.21,8.12,9.21,9.21,8.12,10.82,8.12,8.12,8.12,8.12,8.12,6.85,6.85,6.85,8.12,8.12,9.21,8.12,9.21,9.21,9.21,8.12,9.21,8.12,9.21,9.21,10.82,9.21,9.21,9.21,9.21,8.12,6.85,6.85,6.85,8.12,8.12
8.98,7.92,8.98,8.98,8.98,7.92,8.98,8.98,7.92,10.56,7.92,7.92,7.92,7.92,7.92,6.68,6.68,6.68,7.92,7.92,8.98,7.92,8.98,8.98,8.98,7.92,8.98,7.92,8.98,8.98,10.56,8.98,8.98,8.98,8.98,7.92,6.68,6.68,6.68,7.92,7.92
8.98,7.92,8.98,8.98,8.98,7.92,8.98,8.98,7.92,10.56,7.92,7.92,7.92,7.92,7.92,6.68,6.68,6.68,7.92,7.92,8.98,7.92,8.98,8.98,8.98,7.92,8.98,7.92,8.98,8.98,10.56,8.98,8.98,8.98,8.98,7.92,6.68,6.68,6.68,7.92,7.92
81.87,81.87,97.03,81.87,81.87,81.87,81.87,97.03,97.03,110.06,97.03,97.03,97.03,97.03,81.87,97.03,81.87,81.87,81.87,81.87,81.87,81.87,97.03,81.87,81.87,81.87,81.87,97.03,97.03,97.03,110.06,97.03,97.03,110.06,97.03,81.87,97.03,81.87,81.87,97.03,81.87
81.87,81.87,97.03,81.87,81.87,81.87,81.87,97.03,97.03,110.06,97.03,97.03,97.03,97.03,81.87,97.03,81.87,81.87,81.87,81.87,81.87,81.87,97.03,81.87,81.87,81.87,81.87,97.03,97.03,97.03,110.06,97.03,97.03,110.06,97.03,81.87,97.03,81.87,81.87,97.03,81.87
16.71,16.71,19.80,16.71,16.71,16.71,16.71,19.80,19.80,22.46,19.80,19.80,19.80,19.80,16.71,19.80,16.71,16.71,16.71,16.71,16.71,16.71,19.80,16.71,16.71,16.71,16.71,19.80,19.80,19.80,22.46,19.80,19.80,22.46,19.80,16.71,19.80,16.71,16.71,19.80,16.71
16.71,16.71,19.80,16.71,16.71,16.71,16.71,19.80,19.80,22.46,19.80,19.80,19.80,19.80,16.71,19.80,16.71,16.71,16.71,16.71,16.71,16.71,19.80,16.71,16.71,16.71,16.71,19.80,19.80,19.80,22.46,19.80,19.80,22.46,19.80,16.71,19.80,16.71,16.71,19.80,16.71
20.05,20.05,23.76,20.05,20.05,20.05,20.05,23.76,23.76,26.95,23.76,23.76,23.76,23.76,20.05,23.76,20.05,20.05,20.05,20.05,20.05,20.05,23.76,20.05,20.05,20.05,20.05,23.76,23.76,23.76,26.95,23.76,23.76,26.95,23.76,20.05,23.76,20.05,20.05,23.76,20.05
20.05,20.05,23.76,20.05,20.05,20.05,20.05,23.76,23.76,26.95,23.76,23.76,23.76,23.76,20.05,23.76,20.05,20.05,20.05,20.05,20.05,20.05,23.76,20.05,20.05,20.05,20.05,23.76,23.76,23.76,26.95,23.76,23.76,26.95,23.76,20.05,23.76,20.05,20.05,23.76,20.05
13.37,13.37,15.84,13.37,13.37,13.37,13.37,15.84,15.84,17.97,15.84,15.84,15.84,15.84,13.37,15.84,13.37,13.37,13.37,13.37,13.37,13.37,15.84,13.37,13.37,13.37,13.37,15.84,15.84,15.84,17.97,15.84,15.84,17.97,15.84,13.37,15.84,13.37,13.37,15.84,13.37
13.37,13.37,15.84,13.37,13.37,13.37,13.37,15.84,15.84,17.97,15.84,15.84,15.84,15.84,13.37,15.84,13.37,13.37,13.37,13.37,13.37,13.37,15.84,13.37,13.37,13.37,13.37,15.84,15.84,15.84,17.97,15.84,15.84,17.97,15.84,13.37,15.84,13.37,13.37,15.84,13.37
10.69,10.69,12.67,10.69,10.69,10.69,10.69,12.67,12.67,14.37,12.67,12.67,12.67,12.67,10.69,12.67,10.69,10.69,10.69,10.69,10.69,10.69,12.67,10.69,10.69,10.69,10.69,12.67,12.67,12.67,14.37,12.67,12.67,14.37,12.67,10.69,12.67,10.69,10.69,12.67,10.69
10.69,10.69,12.67,10.69,10.69,10.69,10.69,12.67,12.67,14.37,12.67,12.67,12.67,12.67,10.69,12.67,10.69,10.69,10.69,10.69,10.69,10.69,12.67,10.69,10.69,10.69,10.69,12.67,12.67,12.67,14.37,12.67,12.67,14.37,12.67,10.69,12.67,10.69,10.69,12.67,10.69
26.95,23.76,26.95,26.95,26.95,23.76,26.95,26.95,23.76,31.68,23.76,23.76,23.76,23.76,23.76,20.05,20.05,20.05,23.76,23.76,26.95,23.76,26.95,26.95,26.95,23.76,26.95,23.76,26.95,26.95,31.68,26.95,26.95,26.95,26.95,23.76,20.05,20.05,20.05,23.76,23.76
26.95,23.76,26.95,26.95,26.95,23.76,26.95,26.95,23.76,31.68,23.76,23.76,23.76,23.76,23.76,20.05,20.05,20.05,23.76,23.76,26.95,23.76,26.95,26.95,26.95,23.76,26.95,23.76,26.95,26.95,31.68,26.95,26.95,26.95,26.95,23.76,20.05,20.05,20.05,23.76,23.76
11.68,10.30,11.68,11.68,11.68,10.30,11.68,11.68,10.30,13.73,10.30,10.30,10.30,10.30,10.30,8.69,8.69,8.69,10.30,10.30,11.68,10.30,11.68,11.68,11.68,10.30,11.68,10.30,11.68,11.68,13.73,11.68,11.68,11.68,11.68,10.30,8.69,8.69,8.69,10.30,10.30
11.68,10.30,11.68,11.68,11.68,10.30,11.68,11.68,10.30,13.73,10.30,10.30,10.30,10.30,10.30,8.69,8.69,8.69,10.30,10.30,11.68,10.30,11.68,11.68,11.68,10.30,11.68,10.30,11.68,11.68,13.73,11.68,11.68,11.68,11.68,10.30,8.69,8.69,8.69,10.30,10.30
4.49,3.96,4.49,4.49,4.49,3.96,4.49,4.49,3.96,5.28,3.96,3.96,3.96,3.96,3.96,3.34,3.34,3.34,3.96,3.96,4.49,3.96,4.49,4.49,4.49,3.96,4.49,3.96,4.49,4.49,5.28,4.49,4.49,4.49,4.49,3.96,3.34,3.34,3.34,3.96,3.96
4.49,3.96,4.49,4.49,4.49,3.96,4.49,4.49,3.96,5.28,3.96,3.96,3.96,3.96,3.96,3.34,3.34,3.34,3.96,3.96,4.49,3.96,4.49,4.49,4.49,3.96,4.49,3.96,4.49,4.49,5.28,4.49,4.49,4.49,4.49,3.96,3.34,3.34,3.34,3.96,3.96
13.73,13.73,13.73,13.73,13.73,13.73,13.73,10.30,10.30,8.69,10.30,10.30,11.68,11.68,10.30,13.73,11.68,11.68,10.30,10.30,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,11.68,10.30,8.69,8.69,10.30,10.30,8.69,10.30,13.73,11.68,10.30,10.30,11.68
13.73,13.73,13.73,13.73,13.73,13.73,13.73,10.30,10.30,8.69,10.30,10.30,11.68,11.68,10.30,13.73,11.68,11.68,10.30,10.30,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,11.68,10.30,8.69,8.69,10.30,10.30,8.69,10.30,13.73,11.68,10.30,10.30,11.68
16.54,16.54,16.54,16.54,16.54,16.54,16.54,12.41,12.41,10.47,12.41,12.41,14.08,14.08,12.41,16.54,14.08,14.08,12.41,12.41,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,14.08,12.41,10.47,10.47,12.41,12.41,10.47,12.41,16.54,14.08,12.41,12.41,14.08
16.54,16.54,16.54,16.54,16.54,16.54,16.54,12.41,12.41,10.47,12.41,12.41,14.08,14.08,12.41,16.54,14.08,14.08,12.41,12.41,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,14.08,12.41,10.47,10.47,12.41,12.41,10.47,12.41,16.54,14.08,12.41,12.41,14.08
76.03,76.03,76.03,76.03,76.03,76.03,76.03,57.03,57.03,48.12,57.03,57.03,64.69,64.69,57.03,76.03,64.69,64.69,57.03,57.03,76.03,76.03,76.03,76.03,76.03,76.03,76.03,76.03,64.69,57.03,48.12,48.12,57.03,57.03,48.12,57.03,76.03,64.69,57.03,57.03,64.69
76.03,76.03,76.03,76.03,76.03,76.03,76.03,57.03,57.03,48.12,57.03,57.03,64.69,64.69,57.03,76.03,64.69,64.69,57.03,57.03,76.03,76.03,76.03,76.03,76.03,76.03,76.03,76.03,64.69,57.03,48.12,48.12,57.03,57.03,48.12,57.03,76.03,64.69,57.03,57.03,64.69
18.42,16.24,18.42,18.42,18.42,16.24,18.42,18.42,16.24,21.65,16.24,16.24,16.24,16.24,16.24,13.70,13.70,13.70,16.24,16.24,18.42,16.24,18.42,18.42,18.42,16.24,18.42,16.24,18.42,18.42,21.65,18.42,18.42,18.42,18.42,16.24,13.70,13.70,13.70,16.24,16.24
18.42,16.24,18.42,18.42,18.42,16.24,18.42,18.42,16.24,21.65,16.24,16.24,16.24,16.24,16.24,13.70,13.70,13.70,16.24,16.24,18.42,16.24,18.42,18.42,18.42,16.24,18.42,16.24,18.42,18.42,21.65,18.42,18.42,18.42,18.42,16.24,13.70,13.70,13.70,16.24,16.24
14.37,12.67,14.37,14.37,14.37,12.67,14.37,14.37,12.67,16.90,12.67,12.67,12.67,12.67,12.67,10.69,10.69,10.69,12.67,12.67,14.37,12.67,14.37,14.37,14.37,12.67,14.37,12.67,14.37,14.37,16.90,14.37,14.37,14.37,14.37,12.67,10.69,10.69,10.69,12.67,12.67
14.37,12.67,14.37,14.37,14.37,12.67,14.37,14.37,12.67,16.90,12.67,12.67,12.67,12.67,12.67,10.69,10.69,10.69,12.67,12.67,14.37,12.67,14.37,14.37,14.37,12.67,14.37,12.67,14.37,14.37,16.90,14.37,14.37,14.37,14.37,12.67,10.69,10.69,10.69,12.67,12.67
7.19,6.34,7.19,7.19,7.19,6.34,7.19,7.19,6.34,8.45,6.34,6.34,6.34,6.34,6.34,5.35,5.35,5.35,6.34,6.34,7.19,6.34,7.19,7.19,7.19,6.34,7.19,6.34,7.19,7.19,8.45,7.19,7.19,7.19,7.19,6.34,5.35,5.35,5.35,6.34,6.34
7.19,6.34,7.19,7.19,7.19,6.34,7.19,7.19,6.34,8.45,6.34,6.34,6.34,6.34,6.34,5.35,5.35,5.35,6.34,6.34,7.19,6.34,7.19,7.19,7.19,6.34,7.19,6.34,7.19,7.19,8.45,7.19,7.19,7.19,7.19,6.34,5.35,5.35,5.35,6.34,6.34
27.85,24.55,27.85,27.85,27.85,24.55,27.85,27.85,24.55,32.73,24.55,24.55,24.55,24.55,24.55,20.72,20.72,20.72,24.55,24.55,27.85,24.55,27.85,27.85,27.85,24.55,27.85,24.55,27.85,27.85,32.73,27.85,27.85,27.85,27.85,24.55,20.72,20.72,20.72,24.55,24.55
27.85,24.55,27.85,27.85,27.85,24.55,27.85,27.85,24.55,32.73,24.55,24.55,24.55,24.55,24.55,20.72,20.72,20.72,24.55,24.55,27.85,24.55,27.85,27.85,27.85,24.55,27.85,24.55,27.85,27.85,32.73,27.85,27.85,27.85,27.85,24.55,20.72,20.72,20.72,24.55,24.55
12.36,12.36,14.65,12.36,12.36,12.36,12.36,14.65,14.65,16.62,14.65,14.65,14.65,14.65,12.36,14.65,12.36,12.36,12.36,12.36,12.36,12.36,14.65,12.36,12.36,12.36,12.36,14.65,14.65,14.65,16.62,14.65,14.65,16.62,14.65,12.36,14.65,12.36,12.36,14.65,12.36
12.36,12.36,14.65,12.36,12.36,12.36,12.36,14.65,14.65,16.62,14.65,14.65,14.65,14.65,12.36,14.65,12.36,12.36,12.36,12.36,12.36,12.36,14.65,12.36,12.36,12.36,12.36,14.65,14.65,14.65,16.62,14.65,14.65,16.62,14.65,12.36,14.65,12.36,12.36,14.65,12.36
34.70,34.70,41.12,34.70,34.70,34.70,34.70,41.12,41.12,46.64,41.12,41.12,41.12,41.12,34.70,41.12,34.70,34.70,34.70,34.70,34.70,34.70,41.12,34.70,34.70,34.70,34.70,41.12,41.12,41.12,46.64,41.12,41.12,46.64,41.12,34.70,41.12,34.70,34.70,41.12,34.70
34.70,34.70,41.12,34.70,34.70,34.70,34.70,41.12,41.12,46.64,41.12,41.12,41.12,41.12,34.70,41.12,34.70,34.70,34.70,34.70,34.70,34.70,41.12,34.70,34.70,34.70,34.70,41.12,41.12,41.12,46.64,41.12,41.12,46.64,41.12,34.70,41.12,34.70,34.70,41.12,34.70
32.08,32.08,38.02,32.08,32.08,32.08,32.08,38.02,38.02,43.12,38.02,38.02,38.02,38.02,32.08,38.02,32.08,32.08,32.08,32.08,32.08,32.08,38.02,32.08,32.08,32.08,32.08,38.02,38.02,38.02,43.12,38.02,38.02,43.12,38.02,32.08,38.02,32.08,32.08,38.02,32.08
32.08,32.08,38.02,32.08,32.08,32.08,32.08,38.02,38.02,43.12,38.02,38.02,38.02,38.02,32.08,38.02,32.08,32.08,32.08,32.08,32.08,32.08,38.02,32.08,32.08,32.08,32.08,38.02,38.02,38.02,43.12,38.02,38.02,43.12,38.02,32.08,38.02,32.08,32.08,38.02,32.08
2.00,2.00,2.38,2.00,2.00,2.00,2.00,2.38,2.38,2.70,2.38,2.38,2.38,2.38,2.00,2.38,2.00,2.00,2.00,2.00,2.00,2.00,2.38,2.00,2.00,2.00,2.00,2.38,2.38,2.38,2.70,2.38,2.38,2.70,2.38,2.00,2.38,2.00,2.00,2.38,2.00
